,name,address,county,ethnicity,GENDER,VETERAN,INCOME,NIGHTS,completed,probation,assistancetype,required,birthday,day_age,year_age,age_bracket,is_bday
671,Jimmy Anderson,"743 Rodney Mountain Suite 095
Cohenside, DC 84157",New Joseph,5,0,1,427.0,154,1,1,0,1,1989-10-19,11368,31,adult,False
672,Garrett Melendez,"2973 Chad Parkway Suite 960
Kennethfurt, SD 14175",West Jennifer,2,0,0,13166.0,391,1,1,1,1,2013-03-07,2828,7,7-11,False
673,John Taylor,"112 Lindsay Islands Suite 782
Henryberg, PA 72814",Gonzalezhaven,3,1,0,4305.0,363,1,1,1,0,1988-01-23,12003,32,adult,False
674,Emily Fleming,"750 Calvin Pines
Lake Jimmyview, AK 81928",Jacobfurt,5,0,0,2016.0,449,1,1,0,1,2009-10-19,4063,11,7-11,False
675,Susan Thompson,"90386 Faulkner Causeway
Aaronhaven, NE 36501",Jacobfurt,5,1,0,1962.0,133,0,0,0,1,1984-12-05,13147,35,adult,False
676,James Bartlett,"PSC 5154, Box 5931
APO AP 91348",North Elizabeth,0,1,0,10674.0,462,0,1,1,0,1988-08-26,11787,32,adult,False
677,James Carroll,"1660 Jeffrey Rue
Anitachester, NH 92870",Williamsberg,4,1,0,14672.0,139,1,0,0,1,1982-12-17,13866,37,adult,False
678,Michael Wilson,"813 Hernandez Way
Williamfurt, FL 16283",Elaineville,2,1,1,13826.0,438,1,0,1,0,1983-08-06,13634,37,adult,False
679,Brian Mcbride,"6970 Sawyer Tunnel Suite 609
Blackville, VT 79952",Williamsberg,4,0,0,3084.0,108,1,1,0,1,1997-03-28,8651,23,adult,False
680,Darren Murray,"24334 Tommy Roads Apt. 997
New Brianburgh, AZ 07753",South Elijahberg,5,1,1,7828.0,154,1,1,0,1,1978-04-20,15568,42,adult,False
681,Jamie Bowers,"2111 Walker Brook
Shaneborough, ME 10148",Port Shannon,2,1,0,5384.0,154,0,0,1,0,2006-12-14,5103,13,12-15,False
682,Brittany Foster,"6335 James Prairie Suite 274
Port Eileenfurt, KY 14440",South Elijahberg,3,1,1,13418.0,505,1,0,1,1,1998-10-22,8078,22,adult,False
683,Mr. Christopher Stephenson,"384 Kara Cove Suite 279
Sheliaburgh, NJ 24486",Ruizchester,2,1,0,3724.0,495,1,0,0,1,1989-04-10,11560,31,adult,False
684,Sydney Mclean,"4997 Gregory Knolls
East Richard, VA 63651",New Jasmin,2,0,1,4248.0,473,1,0,0,0,1980-10-16,14658,40,adult,False
685,Connie Henderson,"2007 Lindsey Lodge Suite 589
Kathleenland, HI 79057",Mcdonaldborough,5,0,0,2720.0,274,0,1,0,1,2019-11-20,379,1,0-3,False
686,Johnny Kennedy,"898 James Greens
Lake Lisahaven, CT 73318",Currytown,5,1,1,2318.0,347,0,1,1,0,1970-11-01,18295,50,adult,False
687,Jack Torres,"269 Julie Radial
Jenniferview, HI 13435",Jeffreymouth,0,0,0,2647.0,344,0,1,0,1,2003-08-31,6304,17,16-18,False
688,Sheila Cohen,"784 Tina Burgs Suite 822
North Andrewchester, LA 41755",Jeffreymouth,5,0,0,2511.0,349,1,0,1,1,1994-06-07,9676,26,adult,False
689,Jeffrey Bruce,"5502 Richard Curve Apt. 768
West Taylor, OR 01004",Gonzalezhaven,5,0,0,10651.0,517,0,1,1,0,1996-05-29,8954,24,adult,False
690,Paula Hale,"325 Tina Ports
Shannonmouth, MD 60895",Gonzalezhaven,3,0,1,9045.0,376,1,0,0,0,1993-11-22,9873,27,adult,False
691,David Roberts,"4270 Peter Crossing Suite 201
Ryanland, FL 47718",Williamsberg,0,1,1,12689.0,67,0,0,0,1,2012-08-07,3040,8,7-11,False
692,Brian Gillespie,"865 Mueller Village
Nicholasside, IA 80786",West Jennifer,2,0,1,8513.0,350,1,1,1,0,2004-12-22,5825,15,12-15,False
693,Michael Hernandez,"123 Leslie Spurs Apt. 871
South David, AK 88429",Port Shannon,4,0,0,4003.0,223,0,0,0,0,1979-06-15,15147,41,adult,False
694,Donald Wright,"6696 Melissa Spur
East Elizabeth, CT 28940",New Denise,0,0,1,14975.0,127,1,1,0,0,1998-09-29,8101,22,adult,False
695,Jordan Garcia,"5327 Brenda Mall
East Jacquelineshire, OH 11687",South Elijahberg,4,1,0,2679.0,292,1,1,0,0,1993-05-25,10054,27,adult,False
696,Miguel Castillo,"424 Marisa Cove Apt. 158
New Patriciaview, NJ 55993",South Heatherport,1,0,0,471.0,160,0,1,1,0,1974-05-14,17005,46,adult,False
697,David Rowe,"99762 Michele Ridge
West Leslie, OK 03539",Lake Kirsten,1,0,0,12445.0,42,1,0,0,0,1988-03-12,11954,32,adult,False
698,Jennifer James,"41835 Timothy Mount
Chavezborough, AL 06725",Elaineville,0,1,0,3982.0,242,0,0,1,0,2012-03-18,3182,8,7-11,False
699,Crystal Nichols,"420 Stephanie Plains Apt. 472
Shelleyview, IA 09356",Smithfurt,2,0,1,13718.0,435,1,1,1,0,1978-04-25,15563,42,adult,False
700,James Wyatt,"25900 Reyes Cove
Andrewview, NM 59356",Smithfurt,2,1,1,12752.0,162,0,1,0,0,2016-02-13,1755,4,4-6,False
701,James Wilson,"PSC 3284, Box 0057
APO AE 16699",South Elijahberg,4,0,0,13919.0,233,1,0,0,0,1980-03-27,14861,40,adult,False
702,Jessica Roberts,"37413 Paul Rapids
Allenfurt, GA 70934",Lake Kirsten,0,1,0,13669.0,141,0,1,1,1,1995-09-19,9207,25,adult,False
703,Curtis Diaz,"7696 Anna Ranch Apt. 626
Lake Jessicastad, ID 25486",South Heatherport,1,1,0,7129.0,259,1,1,1,1,2011-04-02,3533,9,7-11,False
704,Monica Olson,"06989 Stephen Summit Apt. 257
Carolberg, ID 40406",Port Shannon,2,0,1,2460.0,2,1,1,0,0,1988-09-20,11762,32,adult,False
705,Joseph Williams,"0381 Nicholas Shoals
Lake Steveview, AK 92405",North Elizabeth,1,0,1,14816.0,372,0,1,0,1,1999-08-21,7775,21,adult,False
706,Andrew Rice,"055 Molly Locks
South Allen, AL 24110",Elaineville,4,1,1,12364.0,195,0,1,0,1,1976-04-27,16291,44,adult,False
707,Valerie Gonzalez,"7598 Bullock Canyon Suite 359
East Karen, NH 78583",West Paul,1,1,0,15014.0,490,1,0,0,1,2011-09-11,3371,9,7-11,False
708,Lisa Jones,"7661 Perkins Fort
Freemanmouth, SD 68670",Lake Kirsten,0,1,0,4477.0,489,1,0,0,0,1976-06-04,16253,44,adult,False
709,Pamela Farrell,"165 Sullivan Loaf
Katherinemouth, NM 78300",Stephanieville,2,0,0,5231.0,61,1,1,1,0,1984-06-15,13320,36,adult,False
710,Benjamin Quinn,"954 Debra Cape
Nguyenmouth, DC 51895",Port Shannon,3,0,1,12606.0,28,0,1,1,0,2011-03-17,3549,9,7-11,False
711,Melissa Wallace,"58286 Valerie Way Suite 165
Evanbury, MA 79304",Stephanieville,3,0,1,8564.0,132,1,1,0,0,2019-01-09,694,1,0-3,False
712,Victoria Robinson,"8025 Bryan Circle
South Luis, FL 27121",Elaineville,5,1,0,12908.0,319,0,1,0,0,2011-04-17,3518,9,7-11,False
713,Michael White DVM,"806 Dale Land
Marthaland, MO 27131",New Jasmin,3,0,0,5104.0,328,0,0,1,0,1976-08-22,16174,44,adult,False
714,Andrew Phillips,"696 Alvarez Crossing Suite 922
East Victoria, AL 53966",Ruizchester,3,0,0,3429.0,331,0,1,0,1,1980-11-29,14614,40,adult,False
715,Aaron Pierce,"5464 Gabriel Extensions Apt. 500
Pamelamouth, CA 01399",Jeffreymouth,1,0,0,4501.0,343,1,0,0,1,2006-01-22,5429,14,12-15,False
716,Michael Archer,"7708 Kim Islands Suite 091
Port Christopher, ME 35126",North Elizabeth,0,1,0,872.0,330,0,1,0,1,1977-07-14,15848,43,adult,False
717,Luis Graham,"720 Collins Summit
Port David, TX 60784",Smithfurt,5,0,0,6908.0,292,0,0,1,0,1988-07-19,11825,32,adult,False
718,Joanne Campbell,"76537 Mcneil Neck
Port Kimberlymouth, LA 12382",New Jasmin,5,1,1,3823.0,263,1,0,0,1,1982-10-27,13917,38,adult,False
719,Savannah Taylor,"903 Smith Fort
Spencerberg, DE 79665",New Denise,1,0,0,12391.0,465,1,1,1,0,1970-12-03,18263,50,adult,True
720,Gabriela Lucero,"679 Rose Throughway
Simpsonmouth, KS 94875",Lake Kirsten,4,0,1,835.0,173,1,0,0,0,1993-09-23,9933,27,adult,False
721,Rebecca Mendez,"69435 Theodore Plaza
North Lindaberg, IA 34610",Port Shannon,4,1,0,2937.0,156,0,1,1,0,2009-01-26,4329,11,7-11,False
722,Ebony Norris,"471 Jensen Drives
East Jacob, SC 80533",Williamsberg,3,1,0,8679.0,106,1,1,0,1,1989-12-09,11317,30,adult,False
723,Brandon Nash,"3885 Morrison Underpass
Port Robinmouth, WI 84898",Stephanieville,5,0,1,5242.0,448,0,1,0,1,1971-08-13,18010,49,adult,False
724,Michael Wright,"4526 Johnson Radial Suite 348
Saraberg, LA 92045",New Joseph,2,1,1,4457.0,454,1,0,0,1,2020-04-26,221,0,,False
725,Terrance Robinson,"04137 Sarah Plains
New Madisonhaven, NC 34085",New Denise,5,0,1,5800.0,188,1,0,1,0,2002-11-14,6594,18,16-18,False
726,Heidi Sims,"0506 Kyle Station
Marcusshire, FL 21596",New Jasmin,3,0,1,7568.0,143,1,0,1,1,2005-09-13,5560,15,12-15,False
727,Thomas Smith,"30078 Stewart Terrace Suite 802
Johnstad, KY 34215",Ruizchester,5,1,0,14039.0,382,0,0,1,1,1992-06-05,10408,28,adult,False
728,Dustin Morton,"339 Susan Locks
East Angelaview, WA 64150",Ruizchester,5,0,1,1956.0,342,0,1,0,0,2001-12-23,6920,18,16-18,False
729,Joshua Holmes,"430 Figueroa Knolls
New Matthewtown, MD 65389",Williamsberg,4,1,0,246.0,281,1,1,1,1,1980-06-23,14773,40,adult,False
730,Rachel Morgan,"35413 Hobbs Divide Apt. 493
South Mark, DE 17780",Mcdonaldborough,5,1,1,14888.0,20,0,1,1,0,1991-11-18,10608,29,adult,False
731,James Ali,"96387 Valerie Villages Apt. 613
East Amber, SD 23790",West Paul,1,0,1,2381.0,173,0,1,1,0,2017-05-26,1287,3,0-3,False
732,Melissa Anderson,"7875 Grimes Harbors
West Brandiport, OK 39076",Williamsberg,3,1,0,9392.0,261,0,0,0,0,2017-08-13,1208,3,0-3,False
733,Nicole Lopez,"26794 Seth Loaf Suite 602
Lake Shannonborough, WY 94548",New Joseph,2,0,1,12945.0,79,0,0,1,1,1992-05-21,10423,28,adult,False
734,Melinda Edwards,"7749 Travis Cove
Churchland, MO 40976",Williamsberg,4,1,1,11409.0,246,1,0,1,0,1973-02-12,17461,47,adult,False
735,Justin Gray,"5689 Sharon Valley
Paulatown, AZ 68837",North Elizabeth,4,0,1,9791.0,522,1,0,1,0,1974-04-04,17045,46,adult,False
736,David Graham,"371 Melissa Oval Apt. 097
West James, NC 59879",Currytown,3,0,1,5563.0,34,0,1,1,0,1970-07-18,18401,50,adult,False
737,Jaclyn Williamson,"223 Jason Park
Nicholeburgh, AL 51326",Mcdonaldborough,0,1,1,1209.0,322,0,0,1,0,2014-11-20,2205,6,4-6,False
738,Tanya Davidson,"70948 Alicia Fort
Pennyhaven, CO 07810",Gonzalezhaven,1,0,1,9508.0,441,1,0,0,0,1974-05-25,16994,46,adult,False
739,Jeffery Jimenez,"44316 Elizabeth Harbors Apt. 520
Lake Maria, DE 03428",Lake Kirsten,0,1,1,12489.0,12,1,1,1,1,1982-10-28,13916,38,adult,False
740,Jorge Todd,"Unit 8781 Box 0789
DPO AP 33642",Stephanieville,1,1,0,10268.0,70,0,0,0,1,1995-12-09,9126,24,adult,False
741,Bill Miller,"23541 Rachael Shoal Apt. 396
Nelsonville, LA 31842",Williamsberg,0,1,0,2754.0,496,0,1,0,0,2007-08-29,4845,13,12-15,False
742,Benjamin Davis,"955 Fisher Burgs Apt. 449
North Jeremiah, TN 23837",New Jasmin,5,1,0,11012.0,35,1,1,1,0,1974-11-19,16816,46,adult,False
743,Tyler Cruz,"804 Melissa Forks
Lake Denise, OK 64700",South Heatherport,4,1,0,10679.0,459,1,1,1,1,1985-07-21,12919,35,adult,False
744,Lauren Terry,"80181 Christopher Square
Lake Brandon, MS 45266",Jeffreymouth,5,0,0,11366.0,449,0,1,0,1,1982-01-10,14207,38,adult,False
745,Joshua Ray,"7549 David Flats
West Lindahaven, AR 87105",Elaineville,2,0,0,14349.0,203,0,1,0,0,2016-06-13,1634,4,4-6,False
746,Steven Maxwell,"9231 Richard Fork Suite 695
Shawport, NH 22494",West Jennifer,2,0,0,710.0,324,1,0,1,1,1998-05-03,8250,22,adult,False
747,Candace Salinas,"2852 Bernard Orchard Suite 059
East Nicolemouth, HI 23942",New Jasmin,5,0,0,11174.0,91,1,0,0,1,1981-12-13,14235,38,adult,False
748,Robert Villarreal,"2038 Sherman Tunnel Apt. 394
Ibarratown, MS 80878",South Elijahberg,4,0,1,5267.0,240,1,1,1,1,2014-08-07,2310,6,4-6,False
749,Darrell Petty,"098 Timothy Inlet
South Jenniferside, OR 42763",New Jasmin,1,1,0,4341.0,471,1,0,1,0,2004-05-20,6041,16,16-18,False
750,Travis Miller,"32257 Thompson Course
Kimfort, OH 35594",Jacobfurt,0,1,0,12522.0,268,0,0,0,1,1977-11-26,15713,43,adult,False
751,William Jackson,"738 Holder Street
Jamesberg, MD 12061",Ruizchester,0,0,1,115.0,50,0,1,0,1,2004-09-27,5911,16,16-18,False
752,Kevin Brown DDS,"9118 Theresa Road
East Williamview, AR 77208",West Jennifer,1,0,1,9396.0,86,0,1,0,1,2007-08-21,4853,13,12-15,False
753,Dr. Jeanette Tucker,"7985 Justin Plain
Lake Ginaville, NH 59495",Ruizchester,5,0,1,10674.0,87,1,0,0,1,1971-01-05,18230,49,adult,False
754,Vanessa Beck,"609 Sabrina Point
West Catherine, AK 67769",Gonzalezhaven,3,0,0,12840.0,312,1,1,0,1,2010-02-17,3942,10,7-11,False
755,Terry Hodges,"82140 Charles Islands Suite 979
Wardmouth, UT 14504",Smithfurt,0,1,1,3795.0,249,0,0,1,0,1983-08-26,13614,37,adult,False
756,Alexander Gibbs,"817 Kayla Union
Chapmanburgh, VT 51694",Ruizchester,4,0,0,1894.0,471,0,0,0,0,1987-09-07,12141,33,adult,False
757,Robert Haynes,"0549 Burns Inlet
Lake Nataliemouth, NE 28013",South Heatherport,5,1,0,8978.0,522,1,0,1,1,1989-11-15,11341,31,adult,False
758,Lauren Martinez,"63884 Lynch Square Apt. 124
Meadowsburgh, CO 23630",Ruizchester,2,1,0,10121.0,332,0,1,1,0,2014-11-17,2208,6,4-6,False
759,Gregory Ward,"0980 Nicholas Haven
West Tyler, AL 62394",North Elizabeth,5,0,0,5537.0,433,0,1,0,1,2012-09-21,2995,8,7-11,False
760,Jeffrey Ellis,"434 Bentley Streets
Theresaport, OR 17331",Elaineville,4,1,0,3525.0,329,1,0,1,1,1975-09-16,16515,45,adult,False
761,Robert Garcia,"79233 Jeff Cliff
Wyattborough, MI 60866",Currytown,4,1,1,13650.0,437,0,1,1,0,1991-09-22,10665,29,adult,False
762,Amanda King DDS,"2660 King Walk
Mendozafurt, TN 54631",Stephanieville,3,1,1,14122.0,459,1,1,0,1,1976-02-24,16354,44,adult,False
763,Andrew Vargas,"07615 Kelley Groves Suite 990
Barrtown, FL 47257",South Heatherport,1,0,0,2172.0,222,1,0,0,0,2011-05-11,3494,9,7-11,False
764,Caitlin Garcia,"14252 Kristin Village Suite 452
Emilyfort, NE 24769",Smithfurt,5,0,0,2471.0,520,0,1,0,0,1986-11-05,12447,34,adult,False
765,Marissa Wilson,"2621 Mclaughlin Greens Suite 158
Carolynfurt, AZ 42521",Ruizchester,3,0,1,6644.0,100,1,1,1,1,1980-03-28,14860,40,adult,False
766,Shannon Phillips,"USS Curtis
FPO AA 36108",Jeffreymouth,4,0,0,7335.0,310,1,0,1,1,1987-08-29,12150,33,adult,False
767,Heather Hancock,"251 William Valleys Suite 117
North Jessicaport, NC 95809",Lake Kirsten,1,0,0,11492.0,58,0,1,1,1,1984-01-06,13481,36,adult,False
768,Joyce Smith,"Unit 0303 Box 4673
DPO AA 38737",New Joseph,1,1,0,2297.0,452,0,1,0,1,1995-12-30,9105,24,adult,False
769,Lacey Roberts,"25254 Buckley Canyon
Lake Bradleyland, OH 63536",Port Shannon,4,1,1,10565.0,497,0,0,0,1,1976-06-13,16244,44,adult,False
770,Lauren Anderson,"27288 Wang Bridge Apt. 591
Harveyburgh, ND 70330",Lake Kirsten,4,0,1,857.0,227,1,0,1,0,2007-11-11,4771,13,12-15,False
771,Kimberly Stone,"1710 Judy Valley
Chandlermouth, ND 61943",South Heatherport,2,1,1,5284.0,242,1,0,1,1,1982-03-12,14146,38,adult,False
772,Courtney Weaver,"481 Reed Bypass Apt. 418
West Rebeccafurt, MS 17902",South Heidiberg,2,1,1,4511.0,364,0,1,1,0,1988-11-04,11717,32,adult,False
773,Toni Werner,"3550 Rachel Mission Apt. 482
Lake Ryan, MA 50965",Elaineville,2,0,0,1941.0,293,1,1,1,1,1995-09-18,9208,25,adult,False
774,Yolanda Wood,"313 Daniel Junction
Hughesville, MO 38221",Mcdonaldborough,3,0,0,6036.0,364,1,0,1,1,2002-03-26,6827,18,16-18,False
775,Pamela Reid,"28218 Stephen Harbors Suite 001
Burnettshire, WY 16196",Currytown,1,0,1,5177.0,348,0,1,0,1,2000-11-09,7329,20,adult,False
776,Luis Hess,"33733 Cisneros Way Apt. 888
New Michelle, DE 22813",Mcdonaldborough,1,0,0,7390.0,485,1,1,0,1,2003-05-03,6424,17,16-18,False
777,Yolanda Lawson,"161 Richardson View Apt. 266
Lloydchester, RI 02447",Lake Kirsten,0,0,1,814.0,368,1,0,1,1,2008-12-24,4362,11,7-11,False
778,Katherine Higgins,"6688 Sullivan Crossing Apt. 362
Bettyville, TN 47677",Elaineville,4,1,0,1335.0,201,1,1,0,1,1998-06-12,8210,22,adult,False
779,Emily Cortez,"PSC 1254, Box 6125
APO AE 57528",Elaineville,1,1,0,3349.0,91,1,0,0,1,2007-04-09,4987,13,12-15,False
780,Tyrone Clark,"USNV Hudson
FPO AP 58824",South Heidiberg,4,0,0,1159.0,403,1,0,0,0,1974-02-07,17101,46,adult,False
781,Jeffrey Holmes,"USNV Obrien
FPO AA 82188",New Joseph,4,0,0,3136.0,292,0,1,0,0,2015-03-07,2098,5,4-6,False
782,James Ward,"830 Mark Square
Chaseton, CA 33664",South Heidiberg,2,0,0,3063.0,521,1,1,0,1,1970-11-05,18291,50,adult,False
783,Scott Reed,"USS Mcintyre
FPO AA 56117",West Jennifer,5,1,1,13221.0,249,1,1,1,1,1980-12-08,14605,39,adult,False
784,Tristan Johns,"095 Jenkins Place
Kennedyfurt, SD 85263",Elaineville,3,1,1,12888.0,33,1,1,0,1,1977-07-05,15857,43,adult,False
785,Benjamin Lewis,"12449 Corey Lane
East Stephanie, HI 95433",South Heidiberg,1,1,1,3854.0,191,0,0,1,1,1976-12-04,16070,43,adult,False
786,Jessica Clark,"8896 Allison Ville Suite 293
North Alexandra, MT 66060",New Jasmin,1,0,0,252.0,39,0,0,1,1,1993-05-08,10071,27,adult,False
787,Anne Cooper DDS,"3833 Charles Spring Apt. 750
Matthewtown, RI 02466",Jeffreymouth,0,1,0,1302.0,390,0,0,0,1,1998-04-01,8282,22,adult,False
788,Carlos Osborn,"9772 Tamara Loaf Suite 774
Dustinstad, LA 06559",New Denise,3,0,0,9631.0,229,1,1,1,0,2010-01-26,3964,10,7-11,False
789,Margaret Maxwell,"192 Swanson Street
South Jacob, IL 38440",South Heidiberg,5,0,0,4222.0,204,0,0,0,1,2011-12-18,3273,8,7-11,False
790,Sarah Vasquez,"4753 Jessica Route
South Alyssaland, NY 72402",Smithfurt,2,1,1,5205.0,445,1,1,0,0,1989-04-12,11558,31,adult,False
791,David Weaver,"693 Newton Square Apt. 880
Nathanmouth, SD 60601",Williamsberg,0,1,0,4802.0,5,0,1,1,1,1988-10-31,11721,32,adult,False
792,Michael Wilson,"2693 Patricia Field
New Jeremyview, IA 66421",New Joseph,0,0,0,13212.0,302,1,1,1,0,2016-05-28,1650,4,4-6,False
793,Amanda Jackson,"5340 Gregory Lane
Sherritown, MD 61870",Jeffreymouth,2,1,0,8000.0,272,0,0,1,0,2012-06-02,3106,8,7-11,False
794,Kristen Ford,"Unit 8517 Box 2147
DPO AP 94411",Jacobfurt,4,0,0,11235.0,453,0,0,1,1,2009-04-05,4260,11,7-11,False
795,Aaron Cole,"92159 Kimberly Stream
West Jerry, VA 57109",Jeffreymouth,2,0,1,1403.0,259,0,0,0,0,1999-09-26,7739,21,adult,False
796,Russell Simmons,"167 Reed Run Suite 727
East Theresaburgh, AK 39503",South Heatherport,4,1,0,12166.0,91,1,1,1,0,2003-01-05,6542,17,16-18,False
797,Maria Hatfield,"3721 Charles Via
South Adam, AZ 72554",New Joseph,3,0,1,11490.0,78,0,1,1,1,1998-03-22,8292,22,adult,False
798,Emily Rodriguez,"99171 Williams Orchard
Samuelside, MS 23226",West Paul,0,1,0,7251.0,172,1,0,0,1,2000-04-30,7522,20,adult,False
799,Susan Hammond,"9341 Johnny Spring Apt. 493
North Michael, MN 40242",West Paul,0,1,1,8706.0,424,1,1,1,0,2015-11-25,1835,5,4-6,False
800,Michael Galvan,"8521 Bradley Street
North Sarah, OH 38481",Elaineville,4,1,0,1145.0,116,0,1,0,1,2009-04-22,4243,11,7-11,False
801,Tanya Olson,"603 Wood Key
West Angelamouth, NV 85710",Mcdonaldborough,0,0,1,4347.0,146,0,1,1,0,1999-02-24,7953,21,adult,False
802,Laurie Woods,"558 Evans Plains
Benjaminmouth, MT 10380",Smithfurt,3,0,0,4866.0,91,0,1,0,0,1995-02-28,9410,25,adult,False
803,Sandra Stone MD,"6902 Bailey Pass Apt. 612
Andersonton, DE 78214",Williamsberg,3,1,1,7092.0,160,0,1,1,1,1970-10-23,18304,50,adult,False
804,Dwayne Edwards,"646 Wilson Valley
Jeffersonberg, CA 51850",Mcdonaldborough,3,1,0,2216.0,280,0,1,0,1,1982-01-20,14197,38,adult,False
805,Jeremy Harris,"0566 Gary Fords
Lake Kevinmouth, WY 35396",West Paul,4,1,0,9283.0,423,0,0,1,1,2017-05-07,1306,3,0-3,False
806,David White,"Unit 2152 Box 9128
DPO AE 96701",New Jasmin,3,1,1,4124.0,19,0,0,1,1,1993-09-20,9936,27,adult,False
807,Ashley Powell,"411 Baker Harbor Apt. 692
North Cynthia, AZ 39481",Williamsberg,3,0,1,6361.0,369,0,0,1,1,2005-07-06,5629,15,12-15,False
808,Thomas Medina,"13902 Bailey Stream
New Susantown, TX 68797",Williamsberg,2,1,1,9452.0,248,0,0,1,1,2008-04-14,4616,12,12-15,False
809,Joseph Moody,"71344 Robert Lakes
South Elizabeth, CT 77560",Stephanieville,2,1,0,15161.0,57,1,1,0,1,1971-07-23,18031,49,adult,False
810,Lisa Nguyen,"7952 Hamilton Walk Suite 977
Richardland, ME 40265",Lake Kirsten,2,0,0,11384.0,275,0,0,0,1,1993-07-19,9999,27,adult,False
811,Charlene Smith,"1596 Ashley Meadows
Lake Christopherchester, VT 22364",North Elizabeth,1,1,1,14294.0,457,0,0,0,0,1999-02-10,7967,21,adult,False
812,Miranda Marsh,"06573 West Ports
South Tyler, MA 81154",Gonzalezhaven,5,1,1,3705.0,276,1,1,0,0,2005-11-22,5490,15,12-15,False
813,Jenna Gross,"PSC 2964, Box 1153
APO AP 23357",Mcdonaldborough,1,1,0,6520.0,196,1,0,1,1,1989-08-26,11422,31,adult,False
814,Elizabeth Andrade,"59112 Davis Stravenue
South Jenniferborough, UT 64622",New Denise,4,1,1,6725.0,455,0,1,1,1,1990-12-19,10942,29,adult,False
815,Margaret Payne,"4531 Teresa Island Suite 989
Port Lorichester, LA 45857",West Paul,0,1,0,7302.0,74,1,1,0,0,2007-07-02,4903,13,12-15,False
816,Peter Escobar,"688 Jennifer Neck
Julieside, DE 92213",South Heidiberg,3,1,1,12454.0,407,0,0,1,1,1974-11-09,16826,46,adult,False
817,Christine Williams,"45200 Stacy Pine
West Travischester, MD 49318",South Heatherport,1,0,1,14933.0,237,1,0,0,0,2006-08-05,5234,14,12-15,False
818,Melissa Joseph MD,"18615 Jose Motorway Suite 648
Port Sandraberg, VA 48042",Elaineville,0,0,0,8634.0,197,1,0,1,0,1987-04-25,12276,33,adult,False
819,Michael Williams DDS,"34916 Sean Summit Suite 638
East Carrie, DC 16355",North Elizabeth,3,1,0,6314.0,74,1,1,0,0,2012-11-12,2943,8,7-11,False
820,Shannon Young,"0690 Cindy Road Suite 829
Brookschester, IN 81097",North Elizabeth,3,0,1,11715.0,470,0,1,0,0,1982-04-07,14120,38,adult,False
821,Christopher Webster,"3963 Timothy Estate Apt. 063
West Chadside, NC 11218",Elaineville,1,1,1,968.0,407,0,1,0,0,2018-02-23,1014,2,0-3,False
822,Thomas Hodges,"6614 Lloyd Roads
Piercemouth, OK 71600",Ruizchester,5,1,1,4647.0,149,1,0,0,0,2014-04-14,2425,6,4-6,False
823,Kristina Gordon,"35922 Jared Drives Suite 174
East Barbara, FL 04434",Smithfurt,3,0,0,14770.0,27,1,1,1,1,1986-08-25,12519,34,adult,False
824,Patricia Martinez,"31748 Fox Point
Lopezside, TN 31517",Williamsberg,5,1,0,12034.0,22,1,1,1,0,1985-04-24,13007,35,adult,False
825,Tyler Jackson,"689 Joseph Prairie
East Patricia, UT 17046",North Elizabeth,5,0,1,1591.0,375,1,0,1,0,1976-08-06,16190,44,adult,False
826,Emily Mosley,"5782 Hall Road Apt. 541
Jasonland, DE 23070",Ruizchester,5,0,1,11009.0,4,1,1,0,1,2006-12-07,5110,13,12-15,False
827,Alyssa Rose,"7786 White Lakes Suite 232
Joneschester, ID 33255",West Paul,4,1,1,3186.0,267,0,0,0,0,1982-10-19,13925,38,adult,False
828,Dawn Lara,"893 Barbara Key
West Marciastad, NJ 37901",Port Shannon,5,1,0,1278.0,107,0,1,0,0,2002-06-06,6755,18,16-18,False
829,Tiffany Johnson,"99181 Michael Land Suite 386
Lake Katherineshire, WA 92138",North Elizabeth,1,1,1,11499.0,342,1,1,1,1,1981-05-26,14436,39,adult,False
830,Daniel Griffin,"323 Darrell Landing Suite 777
Barnesmouth, WI 50221",West Jennifer,4,1,0,10489.0,223,1,0,0,1,1985-07-26,12914,35,adult,False
831,Whitney Hoffman,"60457 Jessica Stream Suite 013
Martinezside, PA 18349",Currytown,3,0,1,10131.0,125,1,1,1,0,1999-07-09,7818,21,adult,False
832,Donald Smith,"207 Martinez Mills
Vickishire, MD 52900",South Heidiberg,5,0,1,7574.0,414,0,0,0,0,1995-04-23,9356,25,adult,False
833,Danielle Griffith,"1501 Angelica Passage
Michaelmouth, RI 51489",West Paul,4,0,1,4300.0,8,1,1,1,0,2017-02-13,1389,3,0-3,False
834,Michael Cortez,"USS Sanchez
FPO AP 45672",Currytown,2,0,0,8614.0,58,0,1,1,0,1976-06-01,16256,44,adult,False
835,Aaron Clark,"47197 Kyle Loop
West Benjaminville, ME 02194",New Joseph,3,0,1,11248.0,524,0,0,0,1,2000-07-15,7446,20,adult,False
836,Shawn Castro,"64817 Young Port
East Annaton, NE 34948",Port Shannon,2,0,0,5242.0,351,1,1,0,0,2015-06-24,1989,5,4-6,False
837,Courtney Haynes,"USCGC Brewer
FPO AA 15202",New Joseph,1,0,0,1598.0,485,0,0,1,1,2003-02-15,6501,17,16-18,False
838,Steven Robertson,"79955 Robert Springs
Joshuaville, GA 51856",South Heatherport,2,1,0,5051.0,320,1,0,1,0,1977-12-28,15681,42,adult,False
